"vendor_id","pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","rate_code","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","surcharge","mta_tax","tip_amount","tolls_amount","total_amount"
"CMT","2014-01-09 21:45:39","2014-01-09 21:53:47",2,"1,6","-74,006464","40,744593",1,"N","-73,982866","40,742292","CRD",8,"0,5","0,5","1,8",0,"10,8"
"CMT","2014-01-09 21:39:12","2014-01-09 22:07:10",1,"19,1","-73,777739","40,646782",2,"N","-73,950354","40,783117","CRD",52,0,"0,5",9,"5,33","66,83"
"CMT","2014-01-09 21:41:55","2014-01-09 21:52:05",1,"2,1","-73,979039","40,78535",1,"N","-73,951767","40,781968","CRD",10,"0,5","0,5",1,0,12
"CMT","2014-01-09 19:36:44","2014-01-09 20:02:34",1,"2,7",0,0,1,"N",0,0,"CRD",17,1,"0,5","3,7",0,"22,2"
"CMT","2014-01-09 19:34:23","2014-01-09 19:45:43",1,"1,1","-73,970749","40,756673",1,"N","-73,981648","40,749805","CRD","8,5",1,"0,5",2,0,12
"CMT","2014-01-09 19:44:08","2014-01-09 19:47:24",1,"0,6","-73,983434","40,726164",1,"N","-73,98866","40,717727","CRD","4,5",1,"0,5","0,5",0,"6,5"
"CMT","2014-01-09 19:41:06","2014-01-09 19:43:23",1,"0,4","-73,955084","40,768691",1,"N","-73,950314","40,771153","CRD",4,1,"0,5",1,0,"6,5"
"CMT","2014-01-09 19:41:19","2014-01-09 19:47:38",1,1,"-73,972274","40,749651",1,"N","-73,982114","40,736195","CRD",6,1,"0,5","1,5",0,9
"CMT","2014-01-09 19:44:15","2014-01-09 19:49:44",1,"1,4","-73,967383","40,792804",1,"N","-73,953329","40,806991","CRD","6,5",1,"0,5",2,0,10
"CMT","2014-01-09 19:38:24","2014-01-09 19:51:34",1,"2,4","-73,872256","40,701447",1,"N","-73,872256","40,701447","CRD",11,1,"0,5","2,5",0,15
"CMT","2014-01-09 19:37:15","2014-01-09 19:50:23",2,"2,3","-74,005947","40,751031",1,"N","-73,988604","40,761192","CRD","10,5",1,"0,5",1,0,13
"CMT","2014-01-09 19:35:48","2014-01-09 19:47:41",1,"1,2","-73,991157","40,73485",1,"N","-73,979355","40,735814","CRD",9,1,"0,5","2,1",0,"12,6"
"CMT","2014-01-09 19:44:03","2014-01-09 19:50:04",1,"0,7","-73,973614","40,763233",1,"N","-73,974705","40,756214","CRD","5,5",1,"0,5","1,4",0,"8,4"
"CMT","2014-01-09 19:42:48","2014-01-09 19:44:16",1,"0,4","-73,979592","40,785968",1,"N","-73,976232","40,790778","CRD","3,5",1,"0,5","1,5",0,"6,5"
"CMT","2014-01-09 19:34:35","2014-01-09 19:46:05",1,"2,1","-73,994741","40,729602",1,"N","-73,971682","40,746374","CRD","9,5",1,"0,5","3,3",0,"14,3"
"CMT","2014-01-09 19:40:56","2014-01-09 19:45:17",1,"0,8","-74,006635","40,730645",1,"N","-74,000262","40,738743","CRD",5,1,"0,5","1,5",0,8
"CMT","2014-01-09 19:34:20","2014-01-09 19:46:26",1,"2,1","-73,985984","40,758665",1,"N","-74,005759","40,735931","CRD","10,5",1,"0,5","1,5",0,"13,5"
"CMT","2014-01-09 19:55:31","2014-01-09 20:00:24",1,"0,4","-73,955707","40,779629",1,"N","-73,948983","40,777511","CRD",5,1,"0,5","1,3",0,"7,8"
"CMT","2014-01-09 19:37:49","2014-01-09 19:47:20",1,"1,1","-74,003982","40,742961",1,"N","-73,994901","40,750148","CRD",8,1,"0,5",2,0,"11,5"
"CMT","2014-01-09 19:35:07","2014-01-09 19:59:15",1,"3,6","-73,993379","40,755468",1,"N","-74,008541","40,709757","CRD",18,1,"0,5","3,9",0,"23,4"
"CMT","2014-01-09 19:42:17","2014-01-09 19:48:35",1,"1,2","-73,991555","40,698552",1,"N","-73,970321","40,695241","CRD",7,1,"0,5","2,12",0,"10,62"
"CMT","2014-01-09 19:35:59","2014-01-09 19:46:54",1,"3,6","-74,0099","40,715136",1,"N","-74,002449","40,760292","CRD",13,1,"0,5","2,5",0,17
"CMT","2014-01-09 19:40:27","2014-01-09 19:48:43",1,"1,5","-73,973791","40,757543",1,"N","-73,963128","40,774723","CRD","7,5",1,"0,5","2,25",0,"11,25"
"CMT","2014-01-09 19:35:16","2014-01-09 20:02:40",1,"8,2","-74,006499","40,751409",1,"N","-73,980783","40,677372","CRD","27,5",1,"0,5",3,0,32
"CMT","2014-01-09 19:40:03","2014-01-09 19:46:13",1,"0,6","-73,969128","40,763611",1,"N","-73,962923","40,759197","CRD","5,5",1,"0,5",1,0,8
"CMT","2014-01-09 19:41:44","2014-01-09 19:49:30",1,1,"-74,006338","40,733661",1,"N","-73,991946","40,738564","CRD",7,1,"0,5","1,7",0,"10,2"
"CMT","2014-01-09 19:38:31","2014-01-09 19:53:37",2,"2,5","-73,993447","40,734258",1,"N","-73,970892","40,761755","CRD",12,1,"0,5",0,0,"13,5"
"CMT","2014-01-09 19:43:02","2014-01-09 19:49:00",1,"1,3","-73,968127","40,755247",1,"N","-73,98072","40,738231","CRD","6,5",1,"0,5","1,6",0,"9,6"
"CMT","2014-01-09 19:34:21","2014-01-09 19:50:45",1,"2,4","-73,977402","40,753466",1,"N","-74,003242","40,735338","CRD","12,5",1,"0,5",2,0,16
"CMT","2014-01-09 19:36:01","2014-01-09 19:53:21",1,"2,5","-73,972155","40,758707",1,"N","-73,998723","40,734108","CRD",13,1,"0,5","2,9",0,"17,4"
"CMT","2014-01-09 19:34:49","2014-01-09 19:49:27",1,"3,8","-73,993854","40,741497",1,"N","-73,951556","40,773179","CRD",14,1,"0,5",2,0,"17,5"
"CMT","2014-01-09 19:43:04","2014-01-09 19:49:55",1,"1,3","-73,98225","40,736229",1,"N","-73,999281","40,732597","CRD","6,5",1,"0,5",1,0,9
"CMT","2014-01-09 19:34:46","2014-01-09 20:26:23",1,"17,2","-73,984201","40,76527",2,"N","-73,78962","40,642833","CRD",52,0,"0,5","10,5",0,63
"CMT","2014-01-09 19:36:03","2014-01-09 19:48:53",1,"3,1","-73,983402","40,744474",1,"N","-73,952284","40,772184","CRD","12,5",1,"0,5",2,0,16
"CMT","2014-01-09 19:34:21","2014-01-09 19:48:11",1,"2,9","-73,996243","40,76367",1,"N","-73,99696","40,733397","CRD",12,1,"0,5","1,5",0,15
"CMT","2014-01-09 19:42:23","2014-01-09 19:50:06",1,"1,5","-73,997041","40,72062",1,"N","-73,984049","40,737304","CRD","7,5",1,"0,5","2,25",0,"11,25"
"CMT","2014-01-09 19:36:34","2014-01-09 19:47:29",1,"1,9","-74,004354","40,707359",1,"N","-73,989029","40,730471","CRD","9,5",1,"0,5",1,0,12
"CMT","2014-01-09 19:38:48","2014-01-09 19:54:49",1,2,"-73,95658","40,771285",1,"N","-73,976644","40,749363","CRD","11,5",1,"0,5","2,6",0,"15,6"
