sigma,2,100,200,300
0.1,0.075,0.075,0.076,0.075
0.2,0.072,0.074,0.075,0.133
0.3,0.169,0.093,0.101,0.170
0.4,0.115,0.122,0.140,0.137
0.5,0.114,0.140,0.140,0.121
0.6,0.176,0.142,0.093,0.098
0.7,0.180,0.192,0.148,0.140
0.8,0.082,0.191,0.172,0.165
0.9,0.176,0.185,0.180,0.158
1,0.156,0.188,0.180,0.166
