220.736828_106.00523,220.73179_106.017773,0.02834008097165992,0.2940340909090909
220.773382_106.017608,220.763995_106.039551,0.05668016194331984,0.3039772727272727
220.739406_106.01143,220.765217_106.013374,0.09311740890688258,0.3494318181818182
220.770464_106.039787,220.77705_106.020137,0.06882591093117409,0.30823863636363635
220.717248_106.004629,220.720524_106.015633,0.03643724696356276,0.29687499999999994
220.749655_106.016189,220.756575_106.010253,0.03643724696356276,0.29687499999999994
220.726317_106.015862,220.758443_106.037131,0.14574898785425103,0.3352272727272727
220.74585_106.020094,220.773639_106.04091,0.08502024291497977,0.31392045454545453
220.758918_106.018853,220.785975_106.05749,0.13765182186234817,0.3323863636363636
220.765468_106.044807,220.740578_106.020977,0.09311740890688258,0.31676136363636365
220.773048_106.114725,220.777384_106.019121,0.38461538461538464,0.4190340909090909
220.748911_106.008218,220.714205_106.011641,0.13360323886639675,0.33096590909090906
220.758675_106.034283,220.737448_106.015941,0.07287449392712551,0.3352272727272727
220.75162_106.022991,220.766574_106.017357,0.05668016194331984,0.32386363636363635
220.75368_106.022344,220.777676_106.047751,0.10526315789473685,0.3948863636363636
220.647542_106.211734,220.6527_106.050775,0.4534412955465587,0.4431818181818181
220.725992_105.992497,220.734583_106.011818,0.06882591093117409,0.25142045454545453
220.709353_105.985134,220.759081_106.013916,0.19028340080971662,0.2940340909090909
220.763109_106.032325,220.778186_106.047409,0.06477732793522267,0.25
220.644729_106.218269,220.761822_106.021396,0.7246963562753036,0.48153409090909083
220.643935_106.209445,220.643931_106.209445,0.0,0.22727272727272727
220.751013_106.01119,220.726658_106.003998,0.08502024291497977,0.2571022727272727
220.709329_105.986315,220.773195_106.11433,0.5789473684210527,0.43039772727272724
220.752862_106.029883,220.764081_106.045862,0.06477732793522267,0.25
220.738918_106.008458,220.724134_106.005253,0.052631578947368425,0.24573863636363635
220.768772_106.039361,220.76534_106.023323,0.052631578947368425,0.24573863636363635
220.781711_106.020271,220.790889_106.023356,0.032388663967611336,0.2613636363636363
220.761056_106.024621,220.753875_106.020838,0.024291497975708502,0.23579545454545456
220.772991_106.053789,220.750252_106.005981,0.15384615384615385,0.28125
220.731084_106.007846,220.750451_106.024623,0.07287449392712551,0.25284090909090906
220.729051_106.009738,220.741028_106.004262,0.048582995951417005,0.2443181818181818
220.736672_106.010908,220.762699_106.014258,0.09311740890688258,0.2599431818181818
220.743052_106.022739,220.739823_106.014604,0.024291497975708502,0.2443181818181818
220.706736_105.987615,220.711761_106.048037,0.17408906882591094,0.2883522727272727
220.735458_106.020455,220.765339_106.028508,0.10526315789473685,0.26420454545454547
220.824428_106.04786,220.791962_106.031698,0.10526315789473685,0.26420454545454547
220.77048_106.134448,220.800848_106.041818,0.3360323886639677,0.34517045454545453
220.801944_106.065854,220.779056_106.047408,0.07692307692307693,0.2542613636363636
220.740451_106.010503,220.643683_106.216394,0.6761133603238866,0.46448863636363635
220.765664_106.031014,220.697605_106.004358,0.3117408906882591,0.33664772727272724
220.751305_106.059603,220.764384_106.035541,0.12550607287449395,0.359375
220.734449_105.997571,220.74022_106.013924,0.05668016194331984,0.3181818181818181
220.770138_106.039528,220.781749_106.044943,0.03643724696356276,0.3110795454545454
220.764349_106.019184,220.750719_106.008769,0.06882591093117409,0.32244318181818177
220.748904_105.99654,220.663365_106.003279,0.2834008097165992,0.3977272727272727
220.766493_106.020584,220.756863_106.001706,0.06072874493927126,0.3196022727272727
220.734316_106.01047,220.734478_106.016653,0.020242914979757085,0.30539772727272724
220.7595_106.02959,220.755365_106.025277,0.024291497975708502,0.3068181818181818
220.743564_106.017235,220.803059_106.045748,0.20242914979757085,0.36931818181818177
220.769185_106.136992,220.770281_106.012291,0.3522267206477733,0.42187499999999994
