2,0.9,[ 5700 8582 ], 0.5940274415,1.0,25844,200.0
3,0.9,[ 5700 8582 2782 ], 0.586763519,1.0,24849,200.003
4,0.9,[ 5700 8582 2782 6430 ], 0.5790960452,1.0,23418,200.007
5,0.9,[ 5700 8582 2782 6430 1722 ], 0.5742534302,1.0,21250,200.002
6,0.9,[ 5700 8582 2782 6430 1722 6425 ], 0.5742534302,1.0,19607,200.007
7,0.9,[ 5700 8582 2782 6430 1722 6425 8810 ], 0.5742534302,1.0,18924,200.01
8,0.9,[ 5700 8582 2782 6430 1722 6425 4271 9255 ], 0.5738498789,1.0,34828,200.003
9,0.9,[ 5700 8582 2782 6430 1722 6425 6447 9255 2433 ], 0.5734463277,1.0,30173,200.005
10,0.9,[ 5700 8582 2782 6430 1722 6425 8513 9255 2433 4271 ], 0.5734463277,1.0,32716,200.008
11,0.9,[ 5700 8582 2782 6430 1722 6425 9793 9255 2433 4271 6447 ], 0.5734463277,1.0,30367,200.005
12,0.9,[ 5700 8582 2782 6430 1722 6425 8810 968 2433 4271 6447 8513 ], 0.5730427764,1.0,30323,200.007
13,0.9,[ 5700 8582 2782 6430 1722 6425 9875 9255 2433 4271 6447 8513 9793 ], 0.5730427764,1.0,28662,200.008
14,0.9,[ 5700 8582 2782 6430 1722 6425 1969 9255 2433 4271 6447 8513 9793 968 ], 0.5682001614,1.0,28342,200.001
15,0.9,[ 5700 8582 2782 6430 1722 6425 6891 9255 2433 4271 6447 8513 9793 968 9875 ], 0.5682001614,1.0,26377,200.012
16,0.9,[ 5700 8582 2782 6430 1722 6425 3113 9255 2433 4271 6447 8513 9793 968 9875 1969 ], 0.5677966102,1.0,26418,200.003
17,0.9,[ 5700 8582 2782 6430 1722 6425 8810 1391 2433 4271 6447 8513 9793 968 9875 1969 6891 ], 0.5673930589,1.0,16530,200.065
18,0.9,[ 5700 8582 2782 6430 1722 6425 2153 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 ], 0.5673930589,1.0,22169,200.007
19,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 ], 0.5673930589,0.5,9391,200.007
20,0.9,[ 5700 8582 2782 6430 1722 6425 8810 1881 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 ], 0.5669895077,1.0,21891,200.011
21,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 1881 ], 0.5669895077,0.5,10556,200.013
22,0.9,[ 5700 8582 2782 6430 1722 6425 3095 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 3077 1881 ], 0.5669895077,1.0,30856,200.012
23,0.9,[ 5700 8582 2782 6430 1722 6425 8810 3095 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 5121 2153 4159 1881 2305 ], 0.5669895077,0.5,31200,200.006
24,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 2305 3077 ], 0.5669895077,0.25,10418,200.002
25,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 2305 3077 3095 ], 0.5669895077,0.25,8932,200.011
26,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 2305 3077 3095 6267 ], 0.5669895077,0.25,19184,200.005
27,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 2305 3077 3095 5121 5173 ], 0.5669895077,0.17,8568,200.024
28,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 2305 3077 3095 5121 5173 6267 ], 0.5669895077,0.17,8633,200.004
29,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9995 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4247 2229 2305 9289 3095 5121 9007 6267 2711 ], 0.5657788539,1.0,60559,200.037
30,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9289 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 9995 2153 4159 9515 2305 3077 3095 9007 4247 6267 2711 2229 ], 0.5649717514,1.0,58628,200.006
31,0.9,[ 5700 8582 2782 6430 1722 6425 9995 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 9515 2153 4159 9007 2305 5271 3095 9289 4247 6267 7135 9533 2229 ], 0.5645682002,0.5,58136,200.02
32,0.9,[ 5700 8582 2782 6430 1722 6425 9289 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 4247 2153 4159 1881 9995 3077 3095 5121 5173 6267 9515 5271 2229 2711 ], 0.5645682002,0.33,38065,200.016
33,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 9515 2153 4159 4247 5271 9995 3095 9289 5173 6267 7135 9533 2229 2711 9007 ], 0.5645682002,0.33,36162,200.006
34,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 5271 2153 4159 1881 2305 9515 3095 9995 4247 6267 7135 9533 2229 2711 9007 9289 ], 0.5645682002,0.25,31475,200.024
35,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 9515 2153 4159 1881 2305 3077 3095 5121 5271 6267 7135 9533 2229 2711 9007 9289 4247 ], 0.5645682002,0.17,23093,200.008
36,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 2305 3077 3095 9515 5173 6267 7135 5271 2229 2711 9007 9289 4247 9995 ], 0.5645682002,0.17,15446,200.025
37,0.9,[ 5700 8582 2782 6430 1722 6425 9469 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 2831 4161 9609 8619 3095 2459 5173 6267 2781 9533 2229 2711 9007 9289 4247 9995 9515 ], 0.5621468927,1.0,59450,200.018
38,0.9,[ 5700 8582 2782 6430 1722 6425 2459 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 2781 1881 9609 4161 3095 2831 9630 6267 7135 9469 2229 2711 9007 9289 4247 9995 9515 5271 ], 0.5613397902,1.0,59472,200.024
39,0.9,[ 5700 8582 2782 6430 1722 6425 9609 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 2831 2153 4159 2781 2305 9469 3095 4561 5014 6267 7135 9630 2229 2711 9007 9289 4247 9995 9515 5271 4161 ], 0.5597255851,1.0,65344,200.019
40,0.9,[ 5700 8582 2782 6430 1722 6425 8810 4561 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 9469 1881 4161 3077 3095 5014 9609 6267 9630 4795 2229 2711 9007 9289 4247 9995 9515 5271 2781 2459 ], 0.5585149314,1.0,62216,200.019
41,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9630 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 9469 9609 4161 4561 3095 5121 2781 6267 4795 9533 2229 2711 9007 9289 4247 9995 9515 5271 5014 2459 2831 ], 0.5585149314,1.0,55964,200.01
42,0.9,[ 5700 8582 2782 6430 1722 6425 2781 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 5014 2153 4159 9609 4795 3077 3095 5121 4561 6267 1439 9533 2229 2711 9007 9289 4247 9995 9515 9630 8619 2459 2831 9469 ], 0.5577078289,0.5,52832,200.028
43,0.9,[ 5700 8582 2782 6430 1722 6425 2781 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 4795 2153 4159 9630 1439 3077 3095 5121 5173 6267 4561 9533 2229 2711 9007 9289 4247 9995 9515 5014 8619 2459 2831 9469 4161 ], 0.5577078289,0.33,42404,200.025
44,0.9,[ 5700 8582 2782 6430 1722 6425 8810 4561 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 2781 1439 4795 3077 3095 9630 5173 6267 7135 9533 2229 2711 9007 9289 4247 9995 9515 5014 8619 2459 2831 9469 4161 9609 ], 0.5577078289,0.33,37755,200.012
45,0.9,[ 5700 8582 2782 6430 1722 6425 1439 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 2305 4795 3095 5121 5173 6267 7135 5014 2229 2711 9007 9289 4247 9995 9515 4561 8619 2459 2831 9469 4161 9609 2781 ], 0.5577078289,0.2,32439,200.008
46,0.9,[ 5700 8582 2782 6430 1722 6425 1439 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 4795 3077 3095 5121 5173 6267 7135 9533 2229 2711 9007 9289 4247 9995 9515 5271 5014 2459 2831 9469 4161 9609 2781 9630 ], 0.5577078289,0.17,25413,200.018
47,0.9,[ 5700 8582 2782 6430 1722 6425 1439 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 4159 1881 4795 3077 3095 5121 5173 6267 7135 9533 2229 2711 9007 9289 4247 9995 9515 5014 8619 2459 2831 9469 4161 9609 2781 9630 4561 ], 0.5577078289,0.17,18904,200.006
48,0.9,[ 5700 8582 2782 6430 1722 6425 8810 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1439 2153 4159 1881 2305 3077 3095 5121 5173 6267 7135 9533 2229 2711 9007 9289 4247 9995 9515 5271 8619 2459 2831 9469 4161 9609 2781 9630 4561 5014 ], 0.5577078289,0.13,10524,200.009
