2,0.7,[ 5700 8582 ], 0.5940274415,1.0,26993,200.005
3,0.7,[ 5700 8582 2782 ], 0.586763519,1.0,25705,200.001
4,0.7,[ 5700 8582 2782 6430 ], 0.5790960452,1.0,24224,200.006
5,0.7,[ 5700 8582 2782 6430 1722 ], 0.5742534302,1.0,22267,200.002
6,0.7,[ 5700 8582 2782 6430 1722 6425 ], 0.5742534302,1.0,19326,200.003
7,0.7,[ 5700 8582 2782 6430 1722 6425 8810 ], 0.5742534302,1.0,17452,200.007
8,0.7,[ 5700 8582 2782 6430 1722 6425 8810 4271 ], 0.5738498789,1.0,34662,200.01
9,0.7,[ 5700 8582 2782 6430 1722 6425 6447 9255 2433 ], 0.5734463277,1.0,33559,200.008
10,0.7,[ 5700 8582 2782 6430 1722 6425 8810 8513 2433 4271 ], 0.5734463277,1.0,31641,200.0
11,0.7,[ 5700 8582 2782 6430 1722 6425 8810 9793 2433 4271 6447 ], 0.5734463277,1.0,30832,200.01
12,0.7,[ 5700 8582 2782 6430 1722 6425 8810 9793 2433 4271 6447 8513 ], 0.5734463277,1.0,14594,200.021
13,0.7,[ 5700 8582 2782 6430 1722 6425 9875 9255 2433 4271 6447 8513 9793 ], 0.5730427764,1.0,28777,200.006
14,0.7,[ 5700 8582 2782 6430 1722 6425 8810 1969 2433 4271 6447 8513 9793 968 ], 0.5682001614,1.0,27877,200.006
15,0.7,[ 5700 8582 2782 6430 1722 6425 1969 9255 2433 4271 6447 8513 9793 968 9875 ], 0.5682001614,1.0,12321,200.011
16,0.7,[ 5700 8582 2782 6430 1722 6425 8810 3113 2433 4271 6447 8513 9793 968 9875 1969 ], 0.5677966102,1.0,26816,200.002
17,0.7,[ 5700 8582 2782 6430 1722 6425 8810 1391 2433 4271 6447 8513 9793 968 9875 1969 6891 ], 0.5673930589,1.0,23864,200.007
18,0.7,[ 5700 8582 2782 6430 1722 6425 8810 2153 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 ], 0.5673930589,1.0,24622,200.013
19,0.7,[ 5700 8582 2782 6430 1722 6425 2153 9255 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 ], 0.5673930589,1.0,11883,200.007
20,0.7,[ 5700 8582 2782 6430 1722 6425 8810 1881 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 ], 0.5669895077,1.0,23529,200.014
21,0.7,[ 5700 8582 2782 6430 1722 6425 8810 2305 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 1391 2153 3077 ], 0.5669895077,1.0,34348,200.016
22,0.7,[ 5700 8582 2782 6430 1722 6425 8810 3077 2433 4271 6447 8513 9793 968 9875 1969 6891 3113 3095 2153 4159 1881 ], 0.5669895077,1.0,29446,200.018
